type,aid,timestamp,status,distance_m,azimuth_deg,elevation_deg,los
ios,0,24.15,,3.1538548469543457,80,140,0
anchor,3,24.23,0,4.047,,,
anchor,2,24.286,3,0.0,,,
ios,2,24.307,,4.86429500579834,0,141,0
anchor,0,24.308,0,3.348,,,
ios,0,24.314,,3.273012161254883,80,140,0
anchor,1,24.346,0,3.156,,,
ios,1,24.386,,3.2074291706085205,43,137,0
anchor,3,24.41,0,4.014,,,
anchor,2,24.448,0,4.943,,,
ios,2,24.453,,4.91195011138916,0,141,0
anchor,0,24.47,0,5.347,,,
anchor,1,24.545,0,3.09,,,
ios,1,24.556,,3.1281797885894775,43,137,0
anchor,3,24.59,0,3.907,,,
anchor,2,24.611,0,4.967,,,
ios,2,24.62,,4.943106174468994,0,141,0
anchor,0,24.633,0,6.008,,,
anchor,1,24.743,0,3.011,,,
ios,1,24.753,,3.0490736961364746,43,137,0
anchor,2,24.763,2,0.0,,,
anchor,3,24.77,0,3.846,,,
ios,3,24.794,,3.842439889907837,-46,125,1
anchor,0,24.795,0,5.515,,,
anchor,1,24.933,2,0.0,,,
anchor,2,24.934,0,5.098,,,
ios,2,24.941,,5.051137447357178,0,141,0
anchor,3,24.942,2,0.0,,,
anchor,0,24.958,0,9.211,,,
anchor,2,25.097,0,5.192,,,
anchor,0,25.12,2,0.0,,,
anchor,1,25.131,5,0.0,,,
anchor,3,25.131,0,3.677,,,
ios,2,25.134,,5.139100551605225,0,141,0
ios,3,25.2,,3.6763548851013184,-50,140,1
anchor,2,25.26,0,5.215,,,
ios,2,25.267,,5.182715892791748,0,141,0
anchor,0,25.282,0,6.205,,,
anchor,3,25.311,0,3.653,,,
ios,3,25.318,,3.6496734619140625,-54,138,1
anchor,1,25.338,0,2.814,,,
ios,1,25.362,,2.857914924621582,43,137,0
anchor,2,25.421,0,5.229,,,
ios,2,25.425,,5.210118770599365,0,141,0
anchor,0,25.444,0,8.043,,,
anchor,3,25.492,0,3.602,,,
ios,3,25.5,,3.599907875061035,-60,138,1
anchor,1,25.536,0,2.814,,,
ios,1,25.554,,2.8262779712677,43,137,0
anchor,2,25.584,0,5.281,,,
anchor,0,25.606,0,6.89,,,
ios,2,25.609,,5.250263690948486,0,141,0
anchor,3,25.672,0,3.583,,,
ios,3,25.686,,3.582519769668579,-61,139,1
anchor,1,25.735,0,2.79,,,
anchor,2,25.737,2,0.0,,,
anchor,0,25.769,0,7.082,,,
ios,1,25.771,,2.8013978004455566,43,137,0
anchor,3,25.852,0,3.541,,,
ios,3,25.858,,3.559767484664917,-61,139,0
anchor,2,25.908,0,5.328,,,
anchor,1,25.923,2,0.0,,,
anchor,0,25.931,0,6.12,,,
ios,2,25.935,,5.302911281585693,0,141,0
ios,0,26.016,,3.273012161254883,80,140,0
anchor,3,26.031,0,3.588,,,
anchor,2,26.07,0,5.314,,,
anchor,0,26.093,0,5.769,,,
ios,3,26.102,,3.5758161544799805,-61,139,0
ios,2,26.102,,5.307553291320801,0,141,0
ios,0,26.102,,3.273012161254883,80,140,0
anchor,1,26.131,0,2.753,,,
ios,1,26.18,,2.7496964931488037,82,132,1
anchor,3,26.212,0,3.574,,,
anchor,2,26.232,0,5.262,,,
anchor,0,26.255,0,5.361,,,
ios,3,26.261,,3.5741634368896484,-61,139,0
ios,2,26.261,,5.275450229644775,0,141,0
anchor,1,26.329,0,2.696,,,
ios,0,26.344,,5.204814434051514,80,140,0
ios,1,26.345,,2.6936352252960205,80,134,1
anchor,2,26.385,2,0.0,,,
anchor,3,26.392,0,3.588,,,
anchor,0,26.417,0,5.318,,,
anchor,1,26.527,0,2.753,,,
anchor,2,26.557,3,0.0,,,
